PUMFID;CERTLEVP;REG_INST;REG_RESP;PGMCIPAP;PGM_P034;PGM_P036;PGM_P100;PGM_P111;PGM_280A;PGM_280B;PGM_280C;PGM_280D;PGM_280E;PGM_280F;PGM_290;PGM_350;PGM_380;PGM_P401;PGM_410;PGM_415;PGM_430;COV_010;COV_070;COV_080;EDU_010;EDU_P020;HLOSINTP;STL_010;STL_020;STULOANS;STL_030;OWESLGD;OWEGVIN;STL_080;STL_100A;STL_100B;STL_100C;STL_100D;STL_130;STL_150;STL_160B;STL_160C;STL_160D;STL_160E;STL_160F;STL_160G;STL_160H;STL_160I;STL_160J;STL_160L;STLP160N;SRCFUND;STL_170A;STL_170B;STL_170C;STL_170D;STL_170E;STL_170F;STL_170G;STL_170H;STL_170I;STL_170J;STL_170L;STLP170N;RESPP;STL_190;DBTOTGRD;DBTALGRD;DBTOTINT;DBTALINT;SCHOLARP;LMA_010;LFSTATP;LMA2_07;LMA3_P01;LFCINDP;LFCOCCP;LFWFTPTP;LMA6_05;LMA6_08;JOBQLEVP;JOBQLGRD;JOBQLINT;LMA6_11;LMA6_12;LMA6_13A;LMA6_13B;LMA6_13C;JOBINCP;LMA6_15;AFT_P010;AFT_P020;AFT_P040;AFT_050;AFT_070;AFT_080;AFT_090;BEF_P140;BEF_160;PREVLEVP;HLOSGRDP;PAR1GRD;PAR1INT;PAR2GRD;PAR2INT;GRADAGEP;GENDER2;MS_P01;MS_P02;CTZSHIPP;VISBMINP;PERSINCP;DDIS_FL;WTPF;VERDATE
78232;2;2;2;1;1;6;1;2;2;2;2;2;2;1;1;2;2;1;2;3;1;2;1;2;1;1;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;1;2;2;3;2;6;6;6;6;1;6;2;6;1;6;6;6;2;6;6;6;6;6;2;1;2;1;7;5;1;1;3;3;3;2;1;2;2;2;2;3;1;6;6;6;6;6;6;6;3;3;1;2;1;1;1;1;1;2;2;2;1;2;3;2;59.8602;15MAY2024
78233;2;3;3;5;1;6;1;2;2;2;2;2;2;1;1;2;2;1;2;1;1;2;1;2;2;6;2;1;1;1;96;3;0;2;6;6;6;1;6;1;2;1;1;1;1;2;2;2;1;2;2;3;1;6;2;2;2;1;6;6;6;2;6;6;6;6;6;3;6;0;2;2;1;2;1;3;2;1;1;1;2;2;2;1;2;2;2;3;4;2;2;1;1;2;2;2;1;2;5;2;2;2;2;1;1;3;1;2;2;1;1;3;1;180.8412;15MAY2024
78234;1;4;4;5;2;4;2;6;2;2;2;2;2;1;1;2;2;3;6;5;1;2;1;1;1;1;1;1;1;1;96;1;0;2;1;2;2;6;6;2;2;2;2;2;1;2;2;2;1;2;2;3;1;6;6;6;6;1;6;6;6;2;6;6;6;6;6;1;6;0;6;2;1;2;1;2;2;1;1;1;3;2;3;1;1;1;1;1;3;1;6;6;6;6;6;6;6;1;6;3;3;3;3;3;3;3;2;1;1;3;1;3;1;11.4913;15MAY2024
78236;2;3;3;5;1;6;2;6;1;1;2;2;2;2;1;2;2;3;1;1;1;2;1;2;1;1;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;1;2;1;2;2;2;2;3;2;6;6;6;2;1;6;1;6;6;6;6;6;2;6;6;6;6;1;2;1;2;2;4;2;1;6;96;6;6;6;1;6;6;6;6;96;6;1;2;1;1;1;6;1;3;2;6;2;2;2;2;2;1;1;2;2;1;2;3;2;19.7618;15MAY2024
78237;3;3;4;1;2;1;2;6;2;2;2;2;1;2;1;2;2;3;4;2;1;2;1;1;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;1;2;1;2;2;1;1;1;1;2;1;2;3;2;6;2;6;6;1;2;1;2;6;2;6;6;2;0;0;0;0;6;2;1;2;1;5;5;1;1;2;2;1;1;1;1;2;2;1;5;1;6;6;6;6;6;6;6;1;6;2;3;2;2;2;2;3;2;1;1;2;1;5;2;16.4192;15MAY2024
78239;1;3;3;5;1;6;1;1;2;2;1;2;2;2;1;2;2;2;1;3;2;2;2;1;1;1;2;1;1;1;96;0;2;6;6;6;6;6;6;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;2;6;1;1;2;1;3;99;1;1;7;1;2;1;2;3;1;1;1;2;2;2;4;1;1;2;2;2;2;1;6;1;3;2;1;1;1;2;2;2;3;1;1;2;237.1466;15MAY2024
78241;2;1;1;6;1;6;2;6;2;2;2;2;2;1;1;1;2;1;3;2;1;2;1;1;1;1;2;1;1;1;96;0;4;6;6;6;6;6;6;2;2;1;1;1;1;2;1;1;2;2;2;3;1;6;2;2;2;1;6;2;2;6;6;6;6;2;0;0;4;4;3;1;1;2;1;4;5;2;2;3;2;2;2;3;1;2;5;5;1;2;1;1;1;1;1;6;3;3;2;6;2;3;3;2;2;1;2;2;2;1;2;1;1;10.1327;15MAY2024
78242;1;4;4;10;1;6;2;6;1;2;1;2;2;2;2;1;2;2;3;3;1;2;3;2;1;1;2;1;1;1;96;0;3;6;6;6;6;6;6;2;2;1;1;1;1;1;2;2;2;2;2;3;2;6;1;2;1;2;2;6;6;6;6;6;6;6;6;0;6;3;4;2;1;1;1;4;3;1;1;7;0;1;1;1;2;1;2;1;4;1;6;6;6;6;6;6;6;1;6;9;1;1;1;1;1;1;1;2;2;1;2;3;2;21.8061;15MAY2024
78244;2;4;4;1;1;6;1;2;9;9;9;9;9;9;2;1;2;2;2;3;1;2;1;2;1;1;2;1;1;1;96;0;0;6;6;6;6;6;6;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;2;1;1;1;6;1;1;4;3;3;9;9;9;9;3;2;2;1;2;1;99;2;13.513;15MAY2024
78247;1;1;1;10;1;6;1;2;2;2;2;2;2;1;1;1;2;2;1;3;1;2;1;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;2;3;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;3;3;6;1;9;9;9;9;1;1;2;2;1;2;1;2;11.3126;15MAY2024
78248;2;1;1;9;1;6;2;6;2;2;2;2;1;2;2;2;2;1;2;1;1;2;1;1;2;6;2;1;1;1;96;2;2;2;6;6;6;1;1;2;2;2;2;2;1;2;2;2;2;2;1;3;2;6;6;6;6;1;6;6;6;6;6;1;6;6;6;2;6;2;6;2;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;1;2;1;1;2;2;1;1;6;2;2;1;1;1;1;3;2;2;2;1;2;99;2;10.4879;15MAY2024
78251;1;4;4;9;1;6;1;2;2;2;2;2;2;1;1;2;2;1;8;1;2;2;5;2;2;6;1;1;1;1;96;1;1;2;6;6;6;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;1;6;2;1;2;1;7;2;2;1;3;1;2;2;1;2;2;4;2;1;1;6;6;6;6;6;6;6;1;6;6;1;3;3;9;9;1;2;1;2;2;1;1;1;10.0584;15MAY2024
78252;1;4;3;2;1;6;2;6;2;2;2;2;2;1;1;2;2;1;4;3;1;2;5;1;1;1;1;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;1;2;2;2;2;2;2;3;2;1;6;6;2;1;6;6;6;6;6;6;2;6;6;6;6;6;1;2;1;1;1;6;7;2;2;2;9;1;1;3;2;2;2;3;1;2;1;3;1;2;2;3;3;1;4;6;1;9;9;9;9;1;2;2;2;1;2;1;1;41.9909;15MAY2024
78253;3;4;4;1;1;6;2;6;2;2;2;2;2;1;1;2;2;3;6;1;1;2;1;2;2;6;3;2;6;2;2;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;2;1;2;3;2;6;6;6;6;1;6;1;6;6;2;6;6;2;6;6;6;6;6;2;1;2;1;3;2;1;1;2;2;1;1;2;1;1;2;1;5;2;1;1;1;1;1;6;1;1;6;2;3;3;3;1;1;4;2;1;1;1;2;5;1;11.4182;15MAY2024
78254;2;4;4;10;2;1;1;2;1;1;2;2;2;2;1;1;2;2;2;3;1;1;2;2;1;1;2;1;1;1;96;4;4;2;6;6;6;1;4;2;2;1;2;1;1;2;2;1;1;2;2;3;1;6;2;6;2;2;6;6;1;2;6;6;6;6;3;4;3;4;1;2;1;2;1;5;2;1;1;3;2;2;2;1;2;1;2;1;4;2;1;1;1;1;1;6;2;1;3;6;2;1;1;1;1;1;2;1;2;1;2;99;1;19.6841;15MAY2024
78255;2;3;3;8;1;6;1;1;2;2;2;2;2;1;1;2;2;2;3;3;2;2;4;1;1;2;2;2;6;2;3;6;6;6;6;6;6;6;6;6;2;1;1;2;1;2;1;2;2;1;2;3;2;6;1;2;6;1;6;2;6;6;2;6;6;2;6;6;6;6;6;2;1;2;1;2;3;1;1;6;2;2;2;2;2;2;4;2;3;2;1;4;2;2;6;6;3;3;4;6;2;3;3;2;2;1;1;2;2;2;1;99;1;62.134;15MAY2024
78258;3;4;4;8;1;6;2;6;2;2;2;2;2;1;1;1;2;1;4;3;1;6;1;2;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;1;1;1;1;2;2;2;2;3;2;6;6;6;1;2;1;2;6;6;6;6;6;2;6;6;6;6;3;2;1;2;1;4;3;1;1;7;3;2;2;1;2;2;2;2;4;1;6;6;6;6;6;6;6;3;2;2;3;1;1;9;9;2;1;2;2;3;1;5;2;11.24;15MAY2024
78260;1;4;4;5;1;6;1;2;2;2;2;2;2;1;2;2;2;1;3;3;1;2;2;2;2;6;1;1;1;1;96;3;0;2;6;6;6;1;6;2;2;1;2;1;2;2;1;2;2;2;2;3;1;6;1;6;2;6;6;2;6;6;6;6;6;2;6;3;6;0;1;2;1;2;1;7;4;1;1;3;1;2;2;2;2;2;2;2;3;1;6;6;6;6;6;6;6;1;6;6;1;2;2;2;2;1;2;2;2;1;2;3;1;50.0144;15MAY2024
78262;2;1;1;5;2;1;2;6;2;2;2;2;2;1;1;2;2;2;3;1;2;2;1;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;1;2;2;2;2;3;2;2;6;6;6;1;6;1;6;6;6;6;1;1;3;3;0;0;6;2;1;2;1;4;2;1;1;2;2;2;2;1;2;2;2;2;3;2;1;1;1;1;1;6;1;1;2;6;2;3;3;1;1;1;2;1;2;1;2;4;2;10.1468;15MAY2024
78264;3;3;3;6;1;6;2;6;2;2;2;2;2;1;1;2;2;1;5;3;2;1;5;1;2;6;3;2;6;2;4;6;6;6;6;6;6;6;6;6;2;2;2;1;1;1;1;2;1;2;2;3;2;6;6;6;1;2;1;2;6;2;6;6;6;1;2;2;2;2;9;2;1;2;1;2;7;1;1;2;0;1;1;3;1;5;5;2;2;2;1;3;1;1;2;2;1;1;6;3;3;1;1;1;1;3;2;2;2;3;1;2;2;10.4972;15MAY2024
78266;2;4;4;1;1;6;1;2;2;2;2;2;2;1;1;2;2;1;8;3;2;2;1;1;2;6;2;1;1;1;96;3;2;1;6;6;6;1;4;1;2;1;1;1;1;2;2;1;2;2;2;3;1;6;2;2;1;2;6;6;2;6;6;6;6;6;1;3;2;3;3;2;1;2;1;5;5;1;2;1;2;2;2;1;2;5;2;1;2;2;4;2;1;2;1;6;3;3;4;6;2;2;2;1;1;1;2;1;2;1;2;1;1;17.7819;15MAY2024
78267;2;4;4;4;1;6;1;1;2;2;2;2;2;1;1;1;2;1;1;3;1;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;2;1;2;2;3;2;6;6;6;6;1;6;1;6;2;6;6;6;2;6;6;6;6;6;2;1;2;1;6;3;1;1;1;2;2;2;2;1;1;3;1;4;2;1;2;1;1;1;6;2;3;2;6;2;2;2;2;2;1;2;1;2;1;1;2;2;29.6801;15MAY2024
78268;1;3;3;7;1;6;1;2;2;2;2;2;2;1;1;2;2;1;2;3;1;1;1;1;1;1;1;2;6;2;6;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;2;7;1;1;8;0;1;1;3;1;2;3;2;2;1;6;6;6;6;6;6;6;2;6;6;1;3;3;3;3;4;1;2;2;9;2;2;2;121.1086;15MAY2024
78269;2;1;1;5;1;6;1;2;9;9;9;9;9;9;1;2;2;2;1;1;2;2;3;1;1;1;2;1;1;1;96;3;4;2;6;6;6;1;5;2;2;1;2;2;1;2;1;1;1;2;2;3;1;6;2;6;6;2;6;2;1;2;6;6;6;2;3;4;4;4;6;1;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;6;1;1;6;1;2;2;2;1;1;2;2;2;2;1;2;2;1;12.5142;15MAY2024
78271;2;4;4;8;1;6;1;1;2;2;2;2;2;1;1;2;2;2;3;4;2;2;5;1;2;6;2;1;1;1;96;3;0;2;6;6;6;1;6;2;2;2;2;1;1;2;1;2;2;2;2;3;1;6;6;6;2;1;6;2;6;6;6;6;6;2;6;3;6;0;1;2;1;2;1;4;3;1;1;7;2;2;2;2;2;1;2;1;4;2;4;2;1;2;1;6;3;1;5;1;2;1;1;1;1;2;1;1;1;2;1;4;2;12.2194;15MAY2024
78273;2;4;4;4;2;4;2;6;2;2;2;2;2;1;1;1;2;1;3;3;1;2;1;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;1;2;2;1;2;2;2;2;3;2;1;6;6;2;6;6;1;6;6;6;6;4;2;6;6;6;6;1;2;1;1;1;2;7;2;1;1;0;1;1;3;1;4;4;4;1;2;4;2;1;2;2;1;3;3;5;6;2;1;1;1;1;1;2;1;2;1;2;1;1;10.4449;15MAY2024
78274;1;4;4;2;1;6;1;3;2;2;2;2;2;1;2;1;2;1;2;3;1;6;2;1;2;6;1;2;6;2;3;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;9;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;0;6;6;6;6;6;6;4;1;6;1;1;1;9;9;4;1;1;2;1;2;1;1;11.1415;15MAY2024
78275;2;4;4;9;1;6;1;2;2;2;2;2;2;1;1;1;1;1;2;2;1;2;1;2;1;1;3;1;1;1;96;0;3;6;6;6;6;6;6;2;1;2;2;1;1;2;2;2;2;2;2;3;2;1;6;6;2;1;6;6;6;6;6;6;3;6;6;0;6;3;2;2;1;1;1;7;4;2;1;1;3;3;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;3;2;6;2;2;1;1;1;1;2;2;2;1;2;1;2;13.5695;15MAY2024
78276;3;4;4;7;1;6;2;6;2;2;2;2;2;1;1;1;2;1;4;1;1;6;4;1;2;6;3;2;6;2;5;6;6;6;6;6;6;6;6;6;2;2;2;1;1;1;1;2;2;2;2;3;2;6;6;6;1;2;1;2;6;6;6;6;6;2;6;6;6;6;4;2;1;2;1;3;3;1;2;1;3;2;2;1;2;1;2;4;4;2;4;1;1;2;2;3;3;1;6;2;3;1;1;1;1;2;2;1;1;3;1;2;2;11.176;15MAY2024
78278;2;3;3;2;1;6;1;1;2;2;2;2;2;1;2;2;2;2;1;3;2;1;4;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;2;2;6;6;6;6;6;2;1;2;2;4;10;2;6;96;6;6;6;1;6;6;6;6;96;6;1;4;2;2;6;6;1;3;1;6;2;3;3;2;2;1;1;2;2;1;1;1;1;189.9857;15MAY2024
78280;2;3;3;2;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;3;2;9;1;2;2;6;2;1;1;1;96;3;9;2;2;2;1;6;6;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;9;6;2;1;2;1;7;99;1;1;7;9;1;1;3;2;2;3;3;99;1;6;6;6;6;6;6;6;3;1;6;2;1;1;1;1;3;2;1;2;1;2;99;1;199.4446;15MAY2024
78281;2;4;4;4;1;6;2;6;2;2;2;2;2;1;1;1;2;1;4;5;2;6;1;1;2;6;2;2;6;2;3;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;1;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;1;4;4;4;4;6;2;1;2;1;3;5;1;2;7;2;2;2;3;1;1;2;5;3;2;4;2;1;1;1;6;3;3;1;6;2;1;1;1;1;1;1;1;2;3;1;3;2;10.283;15MAY2024
78283;1;3;3;1;1;6;1;2;2;2;2;2;2;1;2;2;2;1;3;3;1;2;1;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;5;5;1;1;6;1;2;2;1;2;1;2;1;3;1;6;6;6;6;6;6;6;3;1;6;1;2;2;2;2;1;2;2;2;1;2;3;2;26.7444;15MAY2024
78290;3;3;3;5;1;6;2;6;2;2;2;2;2;1;2;2;2;1;1;2;1;6;1;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;3;2;1;1;1;3;1;1;2;1;4;4;1;4;2;1;4;1;1;2;2;3;3;1;6;3;1;1;1;1;1;2;2;2;3;1;4;2;19.7627;15MAY2024
78291;1;2;2;9;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;3;1;2;1;1;2;6;1;1;1;1;96;2;1;2;6;6;6;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;1;6;2;2;6;6;96;96;6;6;96;6;9;6;6;6;6;6;6;96;6;9;6;6;6;6;6;6;9;99;9;9;9;9;9;9;1;2;9;9;9;9;99;2;26.3486;15MAY2024
78293;1;2;2;5;1;6;1;3;2;2;2;2;2;1;1;2;2;3;3;3;1;2;3;1;1;1;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;2;2;1;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;5;5;1;2;5;0;1;1;1;1;4;5;4;2;2;1;1;1;1;1;6;1;1;6;9;1;3;3;9;1;1;2;1;2;1;2;99;1;24.5109;15MAY2024
78296;2;2;2;4;1;6;2;6;2;2;2;2;2;1;1;1;2;2;1;3;2;6;1;2;1;1;3;1;1;1;96;0;3;6;6;6;6;6;6;2;2;2;2;2;2;2;1;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;0;6;3;6;1;2;6;6;96;96;6;6;96;6;6;6;6;6;6;6;6;96;6;4;1;1;2;1;6;2;3;6;1;2;2;1;1;1;1;2;1;2;1;1;1;2;127.8357;15MAY2024
78297;1;2;2;2;1;6;2;6;2;2;2;2;2;1;1;2;2;1;1;1;2;2;1;2;2;6;1;1;1;1;96;3;2;2;6;6;6;1;4;2;2;2;2;2;1;2;1;2;2;2;2;3;1;6;6;6;6;1;6;2;6;6;6;6;6;1;1;3;0;2;6;2;1;2;1;4;3;1;1;7;0;1;1;2;1;3;3;2;2;2;1;2;1;1;1;6;2;1;5;6;1;1;1;1;1;1;1;2;2;1;2;2;2;27.3204;15MAY2024
78298;2;4;4;9;2;2;1;2;2;2;2;2;2;1;1;2;2;3;2;2;1;2;1;2;1;1;2;1;1;1;96;0;0;6;6;6;6;6;6;1;2;1;2;1;1;2;1;2;2;2;2;3;1;6;2;6;2;1;6;2;6;6;6;6;6;1;1;1;2;2;1;2;1;2;1;7;4;1;1;1;2;3;2;1;2;2;2;2;4;2;1;1;1;2;1;6;1;1;5;6;2;1;1;1;1;1;2;1;2;1;2;2;2;29.2767;15MAY2024
78299;1;2;2;4;1;6;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;2;3;2;1;1;1;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;1;2;2;2;2;3;1;6;6;6;6;2;6;1;6;6;6;6;6;2;6;0;6;0;6;1;1;2;1;7;5;1;1;2;1;2;2;1;2;4;4;1;2;2;2;2;1;1;1;6;1;4;6;6;1;3;3;2;2;2;2;1;1;1;2;3;2;22.6207;15MAY2024
78301;3;3;3;4;1;6;2;6;2;2;2;2;2;1;1;2;2;1;3;3;1;2;1;2;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;1;1;1;2;2;2;2;1;2;3;2;6;6;2;1;1;6;6;6;6;2;6;6;6;6;0;6;0;9;1;1;9;1;3;5;1;1;1;3;2;2;2;1;2;2;2;5;2;9;6;6;6;6;6;6;1;6;3;3;1;1;9;9;3;2;2;1;1;1;99;2;15.118;15MAY2024
78304;1;2;2;6;1;6;1;2;2;2;2;2;2;1;2;2;1;1;8;2;1;1;5;2;2;6;1;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;5;5;1;2;8;1;2;2;1;1;1;2;1;3;2;1;2;1;2;2;2;1;4;2;6;1;1;1;1;1;2;2;1;1;2;2;1;2;18.0822;15MAY2024
78306;2;4;4;1;2;4;2;6;2;2;2;2;2;1;1;2;2;3;2;3;1;2;1;2;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;1;1;2;2;1;2;1;2;2;2;2;3;2;1;2;6;6;2;6;1;6;6;6;6;2;2;6;6;6;6;6;2;1;2;1;5;5;1;1;3;2;1;3;1;1;2;2;2;5;2;0;6;6;6;6;6;6;1;6;3;3;1;1;1;1;3;2;1;1;2;1;4;1;20.371;15MAY2024
78307;3;4;4;4;1;6;2;6;2;2;1;2;2;2;1;2;2;1;9;2;1;6;2;2;1;1;3;2;6;2;5;6;6;6;6;6;6;6;6;6;2;2;2;2;1;1;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;2;1;6;10;1;1;2;3;2;2;1;2;3;4;2;5;2;1;2;1;1;1;6;2;3;6;2;3;1;1;1;1;2;2;1;2;2;1;99;2;11.2259;15MAY2024
78308;2;2;2;4;1;6;2;6;2;2;2;2;2;1;1;2;1;2;9;2;1;2;3;1;1;2;3;1;1;1;96;2;2;2;6;6;6;1;2;2;2;2;2;1;1;2;1;2;1;2;2;3;2;6;6;6;2;1;6;1;6;2;6;6;6;2;6;2;6;2;1;1;1;2;1;1;5;1;2;3;9;1;1;1;2;2;2;2;99;2;2;3;1;1;2;2;1;3;1;1;2;2;1;2;1;1;2;2;2;1;2;1;1;12.0219;15MAY2024
78312;3;2;2;2;1;6;2;6;2;2;2;2;2;1;1;1;2;2;3;1;1;2;4;1;2;6;3;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;5;5;2;2;2;3;2;2;1;1;2;5;5;1;2;2;1;1;2;2;3;1;1;6;2;3;1;1;1;1;3;1;2;2;1;2;1;1;13.8077;15MAY2024
78314;2;4;4;6;1;6;2;6;2;2;2;2;2;1;1;1;2;2;2;3;2;1;1;1;1;2;2;1;1;1;96;1;0;2;6;6;6;1;6;2;2;1;2;1;1;2;1;2;1;2;2;3;2;6;2;6;2;1;6;1;6;2;6;6;6;1;0;1;0;0;1;1;1;2;1;1;2;1;1;7;2;2;2;3;3;1;1;1;4;2;4;1;1;1;2;1;3;3;3;6;2;1;1;1;1;1;2;2;2;1;2;2;1;10.3238;15MAY2024
78317;2;4;4;5;1;6;2;6;2;2;2;2;2;1;1;1;2;2;9;3;1;2;1;1;1;2;2;2;6;2;5;6;6;6;6;6;6;6;6;6;1;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;2;1;1;1;3;2;1;2;1;1;1;1;1;2;1;1;3;3;2;2;3;1;1;1;6;1;3;5;2;2;1;1;1;1;1;1;2;2;1;1;2;2;27.4533;15MAY2024
78318;2;4;4;1;1;6;1;2;2;2;2;2;2;1;1;2;2;1;3;3;2;2;1;1;2;6;2;2;6;2;3;6;6;6;6;6;6;6;6;6;2;2;2;2;1;2;1;1;1;2;1;3;2;6;6;6;6;1;6;2;1;2;6;9;6;1;4;4;3;3;6;2;1;1;1;5;5;1;1;1;2;2;2;1;2;1;3;1;3;2;4;1;1;1;2;2;1;3;2;2;2;1;1;1;1;2;1;1;2;1;2;4;2;10.6836;15MAY2024
78319;1;3;3;5;1;6;1;3;2;2;2;2;2;1;1;2;2;1;5;1;1;2;1;2;2;6;1;1;1;1;96;3;3;2;6;6;6;1;4;2;2;1;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;6;3;6;2;1;2;1;7;5;1;1;2;1;1;2;1;2;1;1;1;3;1;6;6;6;6;6;6;6;1;6;2;2;2;2;1;1;3;2;1;2;3;2;3;2;84.206;15MAY2024
78323;2;4;4;2;2;1;2;6;2;2;2;2;2;1;1;1;2;2;3;1;2;2;1;2;2;6;2;1;1;1;96;4;4;1;1;2;2;6;3;2;2;2;2;2;1;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;6;4;6;2;1;2;1;3;2;1;2;8;2;2;2;3;1;4;4;4;3;2;3;1;1;1;2;2;3;1;6;6;2;3;3;1;1;2;2;1;2;1;2;3;2;35.1054;15MAY2024
78325;2;3;2;4;1;6;2;6;2;2;2;2;2;1;1;1;2;1;2;3;1;2;1;2;1;1;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;2;2;2;1;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;6;2;1;2;1;4;5;1;1;8;2;2;1;1;2;1;1;1;4;1;6;6;6;6;6;6;6;3;2;9;2;1;1;1;1;1;2;2;2;1;2;3;2;76.6842;15MAY2024
78326;2;4;4;5;1;6;2;6;1;1;1;1;1;2;1;1;2;2;3;3;2;2;1;1;2;6;2;2;6;2;1;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;2;1;2;1;1;10;1;1;6;2;2;2;1;2;1;2;1;3;2;2;2;1;1;1;6;1;3;6;6;2;1;1;1;1;1;1;1;1;2;1;3;2;11.2931;15MAY2024
78327;3;1;1;1;2;1;2;6;2;2;2;2;2;1;1;1;2;3;9;2;2;2;1;2;2;6;3;1;1;1;96;0;0;6;6;6;6;6;6;2;2;2;2;2;1;2;2;1;2;2;2;3;1;6;6;6;6;2;6;6;1;6;6;6;6;6;0;0;0;0;6;2;1;2;1;5;5;1;1;3;3;2;2;1;2;1;4;2;5;1;6;6;6;6;6;6;6;1;6;2;3;1;1;1;1;4;2;1;1;1;2;5;1;10.1695;15MAY2024
